,size,total_sqft,bath,balcony,price,encoded_loc
9293,4,2135.0,3,2,149.0,234
9294,4,2500.0,4,0,100.0,234
9295,2,1178.0,2,1,80.0,240
9296,2,991.0,2,2,40.0,69
9297,3,1493.0,2,3,90.0,85
9298,3,2495.0,3,3,130.0,214
9299,2,1080.0,2,1,31.99,129
9300,2,814.0,2,1,53.0,66
9301,2,1025.0,2,1,50.0,77
9302,2,1115.0,2,1,61.0,37
9303,4,3075.0,2,3,188.0,234
9304,3,1760.0,3,2,160.0,234
9305,4,3090.0,4,0,350.0,165
9306,4,2700.0,4,3,295.0,240
9307,2,1175.0,2,2,52.86,240
9308,4,4235.0,5,3,364.0,95
9309,2,1100.0,2,2,45.0,119
9310,2,1450.0,2,2,50.75,29
9311,3,1810.0,3,3,131.0,6
9312,3,1426.0,2,3,71.0,240
9313,3,2400.0,2,3,195.0,206
9314,2,1100.0,2,1,70.0,126
9315,1,650.0,1,1,35.0,78
9316,3,1350.0,3,2,47.25,183
9317,2,900.0,2,1,27.0,124
9318,2,1360.0,2,3,110.0,47
9319,1,674.0,1,1,36.85,239
9320,3,1655.0,3,2,110.0,234
9321,2,1300.0,2,2,95.0,240
9322,1,936.0,1,0,53.0,240
9323,2,1277.0,2,2,92.0,240
9324,2,1200.0,2,1,54.0,240
9325,2,1015.0,2,1,39.08,103
9326,2,1153.0,2,2,60.0,55
9327,2,1035.0,2,1,51.5,139
9328,5,3300.0,3,1,255.0,119
9329,2,1150.0,2,1,46.0,225
9330,2,1020.0,2,1,80.0,164
9331,2,1160.0,2,1,95.0,8
9332,3,1075.0,2,1,31.0,49
9333,2,1225.0,2,2,72.0,54
9334,2,1600.0,2,1,160.0,240
9335,3,1350.0,3,2,60.0,240
9336,3,1300.0,3,1,69.0,131
9337,2,830.0,2,1,36.28,59
9338,2,1155.0,2,1,69.18,99
9339,4,3126.0,5,3,345.0,201
9340,2,905.0,2,2,55.0,115
9341,3,1375.0,2,0,75.0,230
9342,2,1575.0,2,0,31.11,240
9343,2,1140.0,2,2,33.84,77
9344,3,1550.0,2,2,60.0,103
9345,2,957.0,2,1,55.0,132
9346,2,890.0,2,2,45.0,9
9347,4,3000.0,4,2,235.0,119
9348,2,1070.0,2,1,55.0,77
9349,5,2400.0,5,1,150.0,240
9350,2,925.0,2,1,37.0,192
9351,2,1415.0,2,2,60.0,129
9352,2,1225.0,2,1,37.0,218
9353,4,2000.0,4,0,90.0,99
9354,1,840.0,1,1,57.0,234
9355,3,1732.0,3,1,112.0,218
9356,1,1200.0,1,0,45.0,187
9357,2,1260.0,2,1,69.9,46
9358,2,1092.0,2,1,49.0,240
9359,2,827.0,2,0,34.0,240
9360,2,1357.0,2,2,54.0,102
9361,2,650.0,1,1,40.0,57
9362,3,1370.0,2,1,54.79,7
9363,3,1725.0,3,2,106.0,234
9364,2,1000.0,2,0,70.0,115
9365,1,1350.0,1,0,55.0,216
9366,4,3200.0,4,2,350.0,7
9367,3,1717.0,3,2,110.0,43
9368,2,700.0,2,1,34.0,131
9369,2,800.0,2,1,32.0,240
9370,3,1415.0,2,1,65.0,213
9371,3,1976.0,3,1,145.0,7
9372,2,883.0,2,1,37.01,127
9373,1,700.0,1,1,38.0,236
9374,3,1445.0,3,1,50.0,202
9375,3,2082.0,3,2,104.0,40
9376,2,1140.0,2,2,46.0,92
9377,2,933.0,2,1,66.0,218
9378,2,1155.0,2,1,57.0,78
9379,2,1130.0,2,1,36.0,234
9380,2,1200.0,2,2,73.2,36
9381,2,1055.0,2,1,43.0,240
9382,3,1555.0,3,2,125.0,194
9383,3,1420.0,3,2,62.0,43
9384,1,658.0,1,1,26.91,68
9385,2,896.9,2,1,78.74,46
9386,2,1035.0,2,2,40.0,119
9387,4,2064.0,5,2,225.0,234
9388,3,1839.0,3,3,160.0,240
9389,2,1200.0,2,2,44.0,42
9390,1,488.0,1,1,20.0,237
9391,5,2760.0,5,0,140.0,240
9392,2,993.0,2,2,42.0,240
9393,2,1225.0,2,1,45.0,100
9394,2,900.0,2,0,55.0,216
9395,2,825.0,2,1,32.0,212
9396,4,3596.0,4,2,359.0,43
9397,3,1800.0,3,3,92.0,78
9398,2,925.0,2,1,100.0,240
9399,2,1167.0,2,1,63.0,131
9400,2,1150.0,2,1,41.0,202
9401,1,650.0,1,1,50.0,240
9402,1,675.0,1,1,27.0,203
9403,2,2260.0,3,1,90.0,240
9404,1,720.0,1,0,32.39,240
9405,2,1100.0,2,1,58.0,237
9406,2,550.0,1,1,20.0,240
9407,3,1330.0,2,1,58.0,225
9408,3,1685.0,4,2,185.0,224
9409,6,2400.0,5,2,75.0,240
9410,3,1770.0,3,3,108.0,29
9411,3,2100.0,3,3,125.0,190
9412,2,1000.0,2,3,42.0,185
9413,4,2916.0,5,1,230.0,197
9414,3,1419.59,2,1,65.0,131
9415,3,1400.0,3,0,81.0,145
9416,2,750.0,2,1,37.49,101
9417,2,1070.0,2,1,87.0,36
9418,3,1536.0,3,1,107.0,132
9419,3,2400.0,3,3,196.0,113
9420,3,1773.5,2,0,102.92,203
9421,2,1342.0,2,1,72.0,77
9422,3,1600.0,3,2,130.0,240
9423,1,938.0,1,1,50.0,130
9424,3,1820.0,3,2,99.0,55
9425,4,2439.0,4,3,170.0,46
9426,3,1665.0,3,2,78.0,131
9427,3,1850.0,3,2,150.0,38
9428,2,1091.0,2,1,40.0,50
9429,2,1346.0,2,1,74.03,203
9430,4,3675.0,4,3,176.0,54
9431,2,1060.0,2,2,33.95,113
9432,2,1059.0,2,1,57.0,234
9433,2,1299.0,2,1,97.0,95
9434,3,1491.0,3,2,85.0,236
9435,2,1200.0,2,2,85.0,39
9436,4,2088.0,5,0,110.0,236
9437,1,581.0,1,1,29.0,108
9438,2,1296.0,2,2,70.0,240
9439,2,1125.0,2,1,55.0,240
9440,3,1275.0,3,1,70.0,77
9441,2,1095.0,2,2,55.0,150
9442,5,10000.0,4,2,975.0,203
9443,2,1330.0,2,2,74.0,183
9444,2,1135.0,2,2,60.0,165
9445,1,516.0,1,1,39.0,234
9446,2,1194.0,2,1,51.0,240
9447,5,2250.0,5,0,240.0,34
9448,2,770.0,1,1,38.0,77
9449,4,3930.0,5,2,330.0,203
9450,3,1355.0,3,2,54.2,62
9451,4,2569.0,4,1,175.0,94
9452,2,1116.0,2,3,51.91,234
9453,3,1707.0,3,2,115.0,46
9454,2,1070.0,2,2,49.0,215
9455,4,6000.0,4,0,410.0,234
9456,3,1240.0,2,1,83.0,223
9457,2,1300.0,2,1,91.65,113
9458,2,1700.0,2,2,76.0,13
9459,3,1383.0,2,2,76.18,239
9460,5,3000.0,4,3,170.0,240
9461,2,1200.0,2,1,34.65,77
9462,2,935.0,2,3,45.0,108
9463,3,2072.0,4,2,151.0,219
9464,4,2200.0,3,1,225.0,240
9465,1,615.0,1,1,46.0,115
9466,2,1116.0,2,1,45.0,119
9467,3,1639.0,3,2,107.0,234
9468,3,1839.0,3,2,130.0,165
9469,2,1300.0,2,2,63.0,240
9470,1,625.0,1,1,27.0,101
9471,1,933.0,1,1,61.0,218
9472,3,2289.0,3,3,180.0,107
9473,3,2316.0,3,0,125.0,197
9474,2,1005.0,2,1,39.77,77
9475,2,1080.0,2,1,38.0,101
9476,2,910.0,2,3,36.0,232
9477,2,1200.0,2,0,73.0,103
9478,2,1110.0,2,1,39.9,77
9479,2,1142.0,2,2,56.0,150
9480,5,4000.0,4,3,240.0,3
9481,3,1800.0,3,1,204.0,103
9482,2,1005.0,2,1,55.0,10
9483,3,1626.6,3,1,133.0,240
9484,2,1074.0,2,2,54.0,150
9485,2,1230.0,2,0,80.0,38
9486,2,660.0,1,1,23.0,77
9487,2,1007.0,2,2,48.0,240
9488,3,1820.0,3,2,113.0,234
9489,2,1100.0,2,1,60.0,240
9490,2,1348.0,2,0,100.0,240
9491,2,1230.0,2,2,66.25,134
9492,3,1176.0,2,1,37.62,101
9493,3,1590.0,3,2,57.0,225
9494,2,1200.0,2,1,78.0,80
9495,2,1298.0,2,1,65.0,240
9496,2,1161.0,2,1,55.15,104
9497,2,1285.0,2,1,60.0,150
9498,3,1644.0,3,2,92.59,77
9499,3,1819.0,3,1,150.0,134
9500,2,1205.0,2,1,85.0,1
9501,2,1050.0,2,1,42.0,225
9502,2,1270.0,2,2,62.0,193
9503,3,1240.0,2,2,39.89,9
9504,3,1221.0,3,3,70.0,117
9505,3,840.0,2,2,35.0,240
9506,2,1339.0,2,2,63.0,131
9507,4,4303.0,5,0,300.0,219
9508,2,1315.0,2,1,85.0,93
9509,2,1250.0,2,2,68.0,193
9510,2,850.0,2,1,27.0,49
9511,3,1600.0,2,2,110.0,7
9512,2,1250.0,2,1,62.0,77
9513,3,1312.0,2,1,56.5,240
9514,4,3000.0,4,0,134.0,121
9515,2,1300.0,2,2,28.0,78
9516,3,1990.0,3,3,98.0,234
9517,2,760.0,2,2,38.5,240
9518,4,5000.0,4,2,536.0,14
9519,3,1614.0,2,2,59.0,121
9520,4,1500.0,3,2,162.0,118
9521,3,1182.0,2,1,60.1,240
9522,2,1053.0,2,1,46.29,240
9523,3,2000.0,3,3,125.0,87
9524,3,1940.0,4,3,116.0,78
9525,3,1590.0,3,2,105.0,99
9526,2,1035.0,2,2,52.79,240
9527,2,1075.0,2,2,53.0,150
9528,2,900.0,2,0,55.0,216
9529,3,1260.0,2,1,62.0,193
9530,3,1702.0,3,2,107.0,218
9531,3,1080.0,2,2,65.0,49
9532,2,1189.0,2,1,45.0,134
9533,2,1035.0,2,1,39.0,223
9534,2,1200.0,2,1,36.0,99
9535,3,1300.0,3,1,69.0,131
9536,2,1330.0,2,1,93.65,236
9537,3,1210.0,2,1,65.0,123
9538,3,1350.0,2,2,54.2,62
9539,3,1900.0,2,2,65.0,137
9540,3,1935.0,4,2,125.0,14
9541,3,1410.0,3,3,90.0,240
9542,2,1469.0,2,2,99.14,178
9543,2,986.0,2,1,30.0,226
9544,3,1460.0,2,2,87.0,240
9545,3,1260.0,2,2,85.05,240
9546,3,1345.0,2,2,39.5,58
9547,2,980.0,2,1,57.0,186
9548,2,1164.0,2,2,75.0,152
9549,2,929.0,1,2,51.0,214
9550,2,1065.0,2,1,70.0,154
9551,2,1172.0,2,0,56.725,55
9552,3,3000.0,3,1,265.0,240
9553,2,1020.0,2,1,30.27,77
9554,3,1362.0,3,1,62.63,88
9555,1,672.0,1,1,36.85,239
9556,3,1746.0,3,3,115.0,54
9557,2,1025.0,2,1,29.6,77
9558,2,1532.0,2,1,65.0,94
9559,3,1200.0,2,2,120.0,240
9560,2,1250.0,2,2,65.0,240
9561,2,1188.0,2,1,39.0,218
9562,4,3565.0,4,0,218.0,234
9563,2,1170.0,2,2,85.0,165
9564,3,1800.0,3,2,150.0,240
9565,2,1000.0,2,1,35.0,240
9566,4,2507.0,4,2,155.0,135
9567,2,1061.0,2,1,34.0,26
9568,2,1290.0,2,2,69.0,119
9569,2,1200.0,2,1,42.6,202
9570,2,1120.0,2,2,39.29,45
9571,1,418.0,1,1,12.0,77
9572,3,1333.0,3,1,50.0,202
9573,3,1691.0,3,2,119.0,203
9574,1,747.0,1,0,34.355,218
9575,3,2030.0,4,1,125.0,218
9576,2,1012.0,2,1,70.0,28
9577,3,1245.0,2,1,60.0,151
9578,3,1765.0,3,2,118.0,7
9579,2,1110.0,2,2,36.25,85
9580,2,967.0,2,1,47.8,240
9581,2,1044.0,2,2,36.0,202
9582,3,1518.0,3,3,80.0,54
9583,3,1300.0,2,2,57.0,119
9584,3,1798.0,3,3,73.0,240
9585,2,866.28,2,0,36.38,119
9586,4,3410.0,5,3,253.0,234
9587,2,1179.0,2,2,56.0,210
9588,2,1125.0,2,1,48.0,225
9589,3,2098.0,3,1,210.0,240
9590,3,2400.0,3,1,270.0,240
9591,3,1976.0,3,2,92.0,93
9592,2,1190.0,2,2,61.8,5
9593,3,1800.0,3,3,192.0,240
9594,3,1761.0,3,1,84.52,114
9595,3,1700.0,3,3,120.0,64
9596,4,900.0,4,1,70.0,197
9597,2,1128.0,2,1,64.8,77
9598,3,2000.0,3,2,85.0,240
9599,3,1220.0,2,1,35.25,77
9600,1,509.0,1,1,20.0,240
9601,3,1852.0,4,2,122.0,14
9602,2,1045.0,2,1,40.65,226
9603,4,3535.0,4,2,215.0,240
9604,2,1102.0,2,2,53.67,165
9605,4,1800.0,3,2,82.0,240
9606,3,1436.0,2,2,75.0,96
9607,3,1397.0,2,0,52.0,240
9608,2,1140.0,2,2,56.0,150
9609,1,645.0,1,1,55.0,28
9610,3,2050.0,3,2,135.0,240
9611,2,1335.0,2,1,95.0,203
9612,2,2100.0,1,1,200.0,240
9613,3,1255.0,3,2,77.68,95
9614,2,1140.0,2,1,59.0,218
9615,3,2376.0,3,1,240.0,105
9616,1,663.0,1,1,46.0,218
9617,3,1450.0,3,3,60.9,131
9618,3,1400.0,3,3,66.0,142
9619,2,1339.0,2,1,53.56,240
9620,3,1220.0,2,1,35.23,77
9621,2,1305.0,2,2,52.0,240
9622,3,1740.0,3,3,80.0,86
9623,2,680.0,1,1,21.0,18
9624,2,1154.0,2,2,47.0,37
9625,2,1200.0,2,2,40.0,169
9626,2,1155.0,2,2,54.5,98
9627,3,1525.0,2,3,63.0,203
9628,4,2470.0,5,2,192.0,95
9629,2,1100.0,2,1,60.0,184
9630,2,1250.0,2,2,65.0,103
9631,2,1400.0,2,1,70.0,150
9632,3,1600.0,3,2,100.0,240
9633,2,1060.0,2,1,55.0,77
9634,2,1272.0,2,2,50.0,102
9635,2,1296.0,2,2,105.0,131
9636,3,1945.0,3,3,115.0,133
9637,3,1033.0,2,2,30.47,58
9638,3,2300.0,2,0,69.0,240
9639,2,1235.0,2,2,52.76,240
9640,2,850.0,2,1,42.5,240
9641,3,1880.0,3,2,110.0,214
9642,2,1060.0,2,2,52.0,138
9643,3,2041.0,3,3,138.0,99
9644,2,1037.0,2,1,36.28,228
9645,2,1150.0,2,1,39.0,240
9646,2,1184.0,2,1,62.0,155
9647,3,1680.0,3,2,126.0,203
9648,3,1411.0,3,2,100.0,218
9649,5,900.0,5,0,55.0,104
9650,2,900.0,2,2,41.0,131
9651,4,3500.0,4,3,320.0,240
9652,3,1702.0,3,2,120.0,218
9653,2,1185.0,2,2,45.0,236
9654,3,1300.0,3,1,64.0,131
9655,3,1545.0,3,2,65.0,240
9656,3,1515.0,2,2,135.0,6
9657,3,1300.0,3,3,55.0,117
9658,2,1107.0,2,1,57.0,113
9659,3,1720.0,3,2,106.0,183
9660,3,1540.0,3,2,150.0,240
9661,2,1000.0,2,1,44.5,37
9662,1,710.0,1,1,40.42,77
9663,2,1100.0,2,1,38.0,218
9664,4,3200.0,4,0,270.0,240
9665,2,1250.0,2,0,48.0,37
9666,5,2400.0,4,3,130.0,122
9667,3,1584.01,3,1,104.0,97
9668,3,1485.0,2,2,70.0,122
9669,3,1100.0,2,1,78.0,99
9670,2,1245.0,2,1,59.0,8
9671,4,1880.0,4,0,154.0,99
9672,2,1050.0,2,2,45.0,240
9673,3,1640.0,3,2,105.0,37
9674,2,1165.0,2,1,65.0,240
9675,2,1110.0,2,1,43.0,140
9676,4,4500.0,4,0,150.0,225
9677,4,600.0,4,3,65.0,240
9678,2,1300.0,2,2,75.0,93
9679,2,1200.0,1,0,42.0,240
9680,2,1500.0,2,0,12.75,236
9681,2,1232.0,2,1,69.61,99
9682,3,1704.0,3,2,94.36,115
9683,3,1275.0,2,2,88.0,7
9684,3,1222.0,2,1,68.0,203
9685,2,1155.0,2,2,39.0,226
9686,2,1000.0,2,1,29.95,77
9687,2,1200.0,2,1,45.0,102
9688,3,1517.0,3,2,71.28,236
9689,2,1166.0,2,1,37.29,101
9690,2,870.0,2,2,24.0,77
9691,5,4000.0,5,2,170.0,5
9692,3,1345.0,3,1,58.0,234
9693,3,900.0,3,1,75.0,75
9694,4,3800.0,5,2,170.0,76
9695,3,971.0,2,2,38.0,58
9696,2,1255.0,2,1,52.32,98
9697,2,1810.0,2,2,65.0,76
9698,2,1300.0,2,1,58.0,240
9699,2,1185.0,2,2,45.0,218
9700,2,1350.0,2,3,68.0,188
9701,3,1590.0,3,0,76.16,55
9702,4,1560.0,3,2,149.0,54
9703,3,1650.0,3,0,126.0,211
9704,3,1645.0,3,2,87.0,240
9705,3,1748.0,3,0,103.0,99
9706,3,1200.0,3,1,67.77,59
9707,2,1170.0,2,3,50.0,140
9708,4,3420.0,4,2,225.0,203
9709,3,1320.0,2,2,65.0,108
9710,3,1610.0,3,2,84.53,46
9711,3,1870.0,3,3,180.0,80
9712,3,1510.0,2,1,110.0,203
9713,6,2700.0,7,3,110.0,240
9714,3,1305.0,2,1,45.68,240
9715,3,1500.0,2,1,70.0,160
9716,2,1149.0,2,1,130.0,112
9717,4,1948.0,4,2,129.0,218
9718,3,1448.0,3,1,70.0,166
9719,2,1242.0,2,1,78.0,203
9720,2,1268.0,2,1,58.0,213
9721,2,1101.0,2,1,50.0,197
9722,2,1255.0,2,3,65.0,240
9723,3,1362.0,3,1,62.63,88
9724,2,1089.0,2,1,32.67,104
9725,3,1345.0,2,1,57.0,225
9726,4,1650.0,2,1,140.0,240
9727,2,950.0,2,1,45.0,123
9728,2,1068.0,2,1,43.0,90
9729,2,860.0,1,2,31.0,237
9730,3,1756.0,3,2,66.73,236
9731,2,1205.0,2,1,41.0,234
9732,3,1800.0,3,2,125.0,29
9733,3,1604.0,3,0,68.0,103
9734,4,2732.0,4,3,204.0,182
9735,2,1015.0,2,2,25.88,58
9736,3,1200.0,2,2,42.0,29
9737,2,1010.0,2,2,38.0,17
9738,2,1010.0,2,1,41.0,72
9739,2,1050.0,2,2,33.1,236
9740,3,1710.0,3,2,85.0,94
9741,3,1248.52,3,2,115.0,171
9742,1,410.0,1,1,10.0,22
9743,3,1656.0,2,1,62.93,37
9744,3,1451.0,3,1,68.0,240
9745,2,1250.0,2,2,93.0,113
9746,3,4395.0,3,3,240.0,240
9747,3,1340.0,2,3,42.0,213
9748,2,1100.0,2,2,38.5,240
9749,3,1700.0,3,1,71.0,69
9750,2,1096.0,2,1,43.0,119
9751,2,1160.0,2,1,33.5,78
9752,3,1936.0,3,2,139.0,240
9753,3,1269.0,2,2,63.0,180
9754,3,1586.0,3,1,125.0,186
9755,2,1376.0,2,1,124.0,194
9756,3,1452.0,3,3,56.5,131
9757,3,1538.0,3,1,107.0,104
9758,3,1427.0,2,1,130.0,107
9759,2,935.0,2,0,40.0,240
9760,2,1220.0,2,3,65.0,240
9761,2,1197.0,2,1,77.0,94
9762,2,674.0,1,1,19.9,226
9763,1,410.0,1,1,15.0,139
9764,3,1573.0,3,1,90.0,218
9765,2,1135.0,2,2,58.0,70
9766,3,1400.0,2,1,40.43,240
9767,1,1200.0,1,0,65.0,240
9768,3,1800.0,3,0,95.0,240
9769,3,2045.0,3,2,108.0,240
9770,2,1268.0,2,1,56.0,213
9771,2,883.0,2,1,39.0,127
9772,3,1600.0,3,3,100.0,236
9773,2,1056.0,2,2,70.0,218
9774,4,4500.0,4,0,330.0,234
9775,2,1204.0,2,2,58.0,119
9776,3,1410.0,2,1,54.0,240
9777,2,1460.0,2,1,80.3,99
9778,2,1100.0,2,1,41.18,70
9779,2,1310.0,2,1,88.0,240
9780,3,1600.0,3,2,90.0,205
9781,2,1250.0,2,2,55.0,240
9782,3,1665.0,3,2,74.93,203
9783,3,1345.0,2,1,57.0,225
9784,2,1416.0,2,2,67.0,210
9785,2,1145.0,2,2,46.0,92
9786,3,1231.0,3,2,58.0,117
9787,3,1664.0,3,0,73.95,236
9788,3,2000.0,3,1,76.0,216
9789,2,972.0,2,2,43.0,195
9790,4,4500.0,4,3,345.0,240
9791,2,1185.0,2,1,47.39,43
9792,3,1750.0,3,2,81.0,86
9793,3,3155.0,4,0,316.0,240
9794,2,1007.0,2,1,68.0,28
9795,2,1250.0,2,2,85.0,234
9796,2,1200.0,2,1,54.0,240
9797,2,994.0,2,1,42.28,101
9798,2,1150.0,2,2,40.0,197
9799,2,1220.0,2,2,46.0,218
9800,2,1441.0,2,1,115.0,240
9801,2,1157.0,2,2,47.32,183
9802,2,1400.0,2,2,105.0,219
9803,3,1370.07,3,1,65.0,222
9804,5,1200.0,4,1,130.0,159
9805,2,900.0,2,1,40.0,118
9806,1,418.0,1,1,17.0,240
9807,3,1200.0,3,1,80.0,240
9808,2,1200.0,2,3,43.0,109
9809,2,1062.0,2,1,42.48,217
9810,2,1120.0,2,1,51.0,131
9811,2,1012.0,2,1,44.0,37
9812,2,675.0,2,2,13.5,240
9813,2,1430.0,2,2,78.0,131
9814,3,1195.0,2,1,56.0,59
9815,3,1075.0,2,1,42.0,49
9816,3,1570.0,3,0,75.99,99
9817,6,782.0,4,2,85.0,128
9818,2,1011.0,2,1,59.0,213
9819,3,1450.0,2,1,102.0,7
9820,2,1129.0,2,1,69.0,203
9821,2,1126.0,2,1,36.0,204
9822,3,1200.0,3,0,110.0,22
9823,3,1180.0,2,2,45.0,203
9824,4,940.0,4,2,45.0,36
9825,3,1933.0,3,2,140.0,99
9826,2,1082.0,2,2,64.0,216
9827,1,610.0,1,0,28.0,240
9828,4,1560.0,4,1,160.0,193
9829,3,1300.0,3,3,77.99,136
9830,2,1125.0,2,1,46.0,56
9831,6,2400.0,7,2,107.0,240
9832,2,777.4,2,0,25.0,140
9833,4,2500.0,3,1,65.0,40
9834,3,1798.0,3,0,150.0,182
9835,3,1864.0,3,2,120.0,240
9836,2,1115.0,2,1,51.91,234
9837,1,400.0,1,1,25.0,139
9838,2,1200.0,2,1,70.0,194
9839,2,992.0,2,2,24.8,17
9840,2,950.0,2,3,57.0,240
9841,2,1200.0,2,1,62.0,43
9842,3,1735.0,3,2,70.0,81
9843,3,1750.0,3,3,172.0,24
9844,2,1009.0,2,2,56.0,92
9845,3,1470.0,2,3,102.0,115
9846,3,1527.0,3,2,115.0,37
9847,2,985.0,2,1,45.0,240
9848,4,3300.0,4,2,135.0,58
9849,2,1277.0,2,1,77.0,234
9850,2,1100.0,2,1,62.0,240
9851,3,1820.0,3,2,140.0,234
9852,4,1530.0,3,3,87.0,240
9853,3,1886.0,3,2,205.0,29
9854,3,1880.0,4,2,110.0,114
9855,2,1255.0,2,2,52.35,98
9856,2,700.0,2,1,36.0,131
9857,2,1140.0,2,2,46.0,211
9858,2,1025.0,2,1,29.6,78
9859,4,3453.0,4,2,247.0,234
9860,3,1490.0,2,2,59.6,225
9861,3,1850.0,3,2,140.0,203
9862,2,1250.0,2,1,78.0,124
9863,4,2400.0,3,1,108.0,240
9864,2,1244.0,2,2,88.0,115
9865,2,1025.0,2,1,28.57,140
9866,2,1034.0,2,1,38.0,203
9867,3,1191.0,2,2,33.34,140
9868,3,1719.0,3,2,71.0,134
9869,2,1035.0,2,1,39.33,7
9870,3,1470.0,2,2,84.22,104
9871,2,1140.0,2,1,50.66,236
9872,3,1752.12,3,2,125.0,94
9873,3,2990.0,3,2,170.0,183
9874,3,1660.0,3,2,85.0,37
9875,3,1275.0,3,3,63.43,77
9876,3,1365.0,3,1,52.81,52
9877,3,1200.0,2,0,90.0,240
9878,3,2546.0,3,0,170.0,131
9879,3,1392.0,3,1,69.46,33
9880,2,1245.0,2,1,59.76,234
9881,5,1200.0,3,1,65.0,198
9882,2,1162.0,2,2,64.08,239
9883,3,1476.0,2,1,73.0,210
9884,1,700.0,1,1,21.5,119
9885,6,3600.0,6,1,170.0,240
9886,2,943.0,2,2,48.0,117
9887,2,1113.0,2,1,44.5,203
9888,3,1615.0,3,2,69.43,226
9889,2,1279.0,2,3,100.0,240
9890,2,1256.0,2,1,60.0,240
9891,3,1350.0,3,1,65.0,212
9892,3,1525.0,3,2,68.63,240
9893,2,1357.0,2,1,123.0,194
9894,3,1645.0,3,2,117.0,95
9895,3,1777.26,3,2,92.0,20
9896,2,845.0,2,2,32.0,49
9897,2,900.0,2,0,25.0,240
9898,2,1210.0,2,1,64.15,226
9899,2,829.0,2,1,22.8,78
9900,3,1879.0,3,2,155.0,203
9901,3,1250.0,2,2,50.0,107
9902,4,1200.0,2,2,35.0,240
9903,3,1108.0,2,1,60.0,165
9904,3,1401.0,3,2,69.0,131
9905,3,1157.0,2,1,75.0,203
9906,2,1185.0,2,1,42.66,240
9907,3,1751.0,3,2,115.0,86
9908,3,1880.0,3,2,96.5,37
9909,3,1322.5,3,0,40.985,234
9910,2,1175.0,2,2,38.0,59
9911,2,1407.0,2,1,98.49,115
9912,2,1000.0,2,2,50.0,235
9913,3,1518.0,3,3,75.0,77
9914,4,3600.0,4,2,300.0,240
9915,2,1027.0,2,1,67.0,223
9916,2,1145.0,2,2,46.0,92
9917,2,1260.0,2,2,113.0,194
9918,3,1500.0,2,3,47.25,42
9919,3,1737.0,2,1,57.32,226
9920,4,3517.0,2,0,161.5,98
9921,3,1600.0,4,1,120.0,240
9922,3,1500.0,3,2,135.0,97
9923,2,1120.0,2,0,60.0,240
9924,2,1030.0,2,1,46.5,99
9925,6,2500.0,6,1,88.0,87
9926,2,1057.0,2,1,35.0,129
9927,4,2774.0,4,3,208.0,182
9928,2,1460.0,2,2,38.5,218
9929,2,1075.0,2,1,53.7,103
9930,3,1080.0,2,1,60.0,171
9931,6,5100.0,7,0,225.0,240
9932,2,1139.7,2,1,45.0,210
9933,2,1074.0,2,1,42.8,234
9934,2,1200.0,2,1,46.13,234
9935,4,2425.0,5,1,175.0,203
9936,2,1323.0,2,2,74.0,203
9937,2,1232.0,2,1,69.61,99
9938,2,900.0,2,1,40.0,125
9939,1,740.0,1,1,23.65,204
9940,3,1920.0,3,2,134.0,95
9941,3,1550.0,3,2,96.0,37
9942,3,1588.0,2,3,90.0,88
9943,3,2300.0,4,1,240.0,194
9944,2,1308.0,2,1,86.0,240
9945,3,1340.0,2,2,54.27,98
9946,3,1719.0,3,2,135.0,218
9947,2,1107.83,2,1,41.51,101
9948,2,1200.0,2,1,45.84,234
9949,1,1090.0,2,1,31.48,77
9950,3,1660.0,3,2,104.0,114
9951,2,1247.0,2,1,58.56,176
9952,3,1595.0,3,2,96.0,218
9953,2,1175.0,2,2,50.0,122
9954,2,1184.0,2,1,78.0,182
9955,2,1100.0,2,2,55.0,240
9956,2,935.0,2,0,78.0,137
9957,2,1200.0,2,2,60.0,236
9958,2,1000.0,2,1,45.0,240
9959,2,1000.0,2,0,52.0,225
9960,3,1705.0,3,2,85.0,236
9961,3,1060.0,2,2,58.3,223
9962,4,2325.0,4,1,120.0,60
9963,3,1347.0,2,2,55.0,240
9964,2,1402.0,2,2,95.0,226
9965,3,2280.0,4,2,125.0,234
9966,2,1225.0,2,2,71.05,240
9967,2,1080.0,2,1,53.0,5
9968,2,1100.0,2,2,42.6,42
9969,4,2500.0,4,3,225.0,203
9970,2,1200.0,2,2,78.0,37
9971,3,1565.0,2,2,57.91,42
9972,2,1200.0,3,0,78.0,240
9973,3,1581.0,3,3,76.0,150
9974,4,2882.0,5,1,200.0,234
9975,5,1440.0,5,2,97.0,216
9976,2,985.0,2,1,38.92,11
9977,2,950.0,2,2,35.0,202
9978,2,1339.0,2,2,55.0,240
9979,3,1449.0,3,1,72.0,240
9980,2,1100.0,2,2,38.68,240
9981,2,1003.5,2,0,28.095,106
9982,3,2700.0,3,2,200.0,137
9983,2,1100.0,2,3,55.0,240
9984,2,1140.0,2,1,32.92,77
9985,3,3009.0,3,2,330.0,202
9986,2,800.0,1,2,30.0,58
9987,5,2000.0,4,0,65.0,61
9988,2,1300.0,2,3,95.0,240
9989,2,1220.0,2,2,60.0,131
9990,3,2289.0,3,2,178.0,203
9991,2,1170.0,2,1,56.0,234
9992,2,1350.0,2,2,89.5,240
9993,2,883.0,2,1,45.0,127
9994,3,1698.0,3,2,125.0,218
9995,4,2187.5,4,0,105.0,78
