,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
10716,Sarjapur  Road,3,1600.0,3,1,120.0,7500.0,203
10717,Green Glen Layout,3,1715.0,3,3,120.0,6997.084548104956,86
10718,Bannerghatta Road,4,2400.0,4,1,180.0,7500.0,37
10719,Ramagondanahalli,2,1151.0,2,2,42.5,3692.44135534318,196
10720,Uttarahalli,2,1123.0,2,2,60.0,5342.831700801425,225
10721,Whitefield,2,1276.0,2,1,69.5,5446.7084639498435,234
10722,Yelahanka,2,1315.0,2,3,77.0,5855.513307984791,236
10723,Poorna Pragna Layout,3,1270.0,2,2,50.79,3999.212598425197,189
10724,R.T. Nagar,2,1325.0,2,2,52.0,3924.5283018867926,191
10725,Varthur,3,1600.0,3,2,63.2,3950.0,226
10726,Jakkur,3,1660.0,3,2,104.0,6265.060240963855,114
10727,Kodichikkanahalli,2,1299.0,2,3,58.0,4464.973056197075,142
10728,Haralur Road,2,953.0,2,1,90.0,9443.861490031479,93
10729,Gunjur,2,1457.0,2,3,60.0,4118.050789293068,88
10730,Varthur,2,1000.0,1,1,65.0,6500.0,226
10731,Mallasandra,3,1100.0,2,3,76.3,6936.363636363636,162
10732,Yelahanka,3,1075.0,2,1,33.53,3119.0697674418607,236
10733,Kanakpura Road,3,1450.0,3,3,51.0,3517.2413793103447,131
10734,Iblur Village,5,5515.0,6,2,425.0,7706.255666364461,111
10735,Bellandur,1,950.0,1,1,40.0,4210.526315789473,43
10736,others,2,1013.0,2,2,60.0,5923.000987166831,240
10737,Hennur Road,2,1140.0,2,2,56.0,4912.2807017543855,99
10738,others,3,2100.0,3,3,220.0,10476.190476190477,240
10739,Yelahanka,3,1430.0,3,1,61.0,4265.734265734266,236
10740,others,3,1600.0,3,2,77.0,4812.5,240
10741,others,2,1190.0,2,1,48.0,4033.6134453781515,240
10742,others,3,1625.0,3,2,95.0,5846.153846153846,240
10743,others,2,1210.0,2,2,53.0,4380.165289256199,240
10744,Lakshminarayana Pura,3,1615.0,3,2,150.0,9287.925696594428,157
10745,Kalena Agrahara,2,1180.0,2,2,85.0,7203.389830508475,125
10746,Nagasandra,2,1500.0,2,0,91.0,6066.666666666667,175
10747,Bellandur,2,850.0,2,1,45.0,5294.117647058823,43
10748,Kothanur,2,1130.0,2,2,55.0,4867.256637168141,150
10749,CV Raman Nagar,2,907.0,2,2,38.0,4189.636163175303,56
10750,HRBR Layout,2,1300.0,2,3,90.0,6923.076923076923,91
10751,Hennur Road,3,1891.0,3,1,110.0,5817.028027498678,99
10752,Hennur Road,3,1735.0,3,3,78.0,4495.677233429395,99
10753,Bisuvanahalli,3,1075.0,2,1,33.0,3069.767441860465,49
10754,Uttarahalli,3,1590.0,3,2,57.0,3584.9056603773583,225
10755,others,5,1600.0,5,2,140.0,8750.0,240
10756,others,2,1160.0,2,3,55.0,4741.379310344828,240
10757,others,2,930.0,1,1,55.0,5913.978494623656,240
10758,Devanahalli,2,1010.0,2,1,58.0,5742.574257425743,68
10759,Electronic City,2,1221.0,2,2,68.0,5569.205569205569,77
10760,Hoodi,2,1108.0,2,1,87.48,7895.306859205776,100
10761,Sarjapur  Road,2,1370.0,2,1,70.0,5109.489051094891,203
10762,Banashankari Stage V,2,920.0,2,1,41.5,4510.869565217391,32
10763,Bhoganhalli,2,1277.0,2,1,79.89,6256.068911511355,46
10764,Horamavu Agara,2,1213.0,2,2,38.1,3140.9727947238252,101
10765,Singasandra,3,1653.0,3,2,85.0,5142.165759225651,210
10766,Sarjapur,4,2400.0,3,3,140.0,5833.333333333333,202
10767,Electronics City Phase 1,3,1321.0,2,0,40.0,3028.009084027252,79
10768,Kanakpura Road,3,1570.0,3,2,68.0,4331.210191082802,131
10769,others,2,1053.0,2,3,44.0,4178.537511870845,240
10770,others,3,1325.0,2,3,56.0,4226.415094339623,240
10771,others,2,1169.0,2,1,50.11,4286.569717707443,240
10772,Badavala Nagar,2,1274.0,2,1,90.0,7064.36420722135,27
10773,Whitefield,2,1317.0,2,2,52.0,3948.3675018982535,234
10774,Lakshminarayana Pura,2,1195.0,2,1,75.0,6276.150627615063,157
10775,Whitefield,4,2858.0,4,0,137.0,4793.561931420574,234
10776,Kammasandra,2,940.0,2,2,35.0,3723.404255319149,129
10777,Budigere,3,1820.0,3,2,95.5,5247.252747252747,55
10778,Kanakpura Road,3,1450.0,3,3,53.6,3696.551724137931,131
10779,Whitefield,3,1615.0,3,0,96.9,6000.0,234
10780,Nagarbhavi,3,2200.0,2,3,99.0,4500.0,174
10781,Subramanyapura,2,985.0,2,1,62.5,6345.177664974619,214
10782,Electronics City Phase 1,2,1116.0,2,1,33.0,2956.989247311828,79
10783,Attibele,2,656.0,2,1,25.0,3810.9756097560976,22
10784,Kaggadasapura,2,1105.0,2,1,39.5,3574.660633484163,122
10785,Whitefield,2,1220.0,2,1,55.0,4508.196721311476,234
10786,Hoodi,3,1400.0,3,2,74.0,5285.714285714285,100
10787,others,4,2400.0,3,0,185.0,7708.333333333333,240
10788,Anandapura,3,850.0,3,0,63.0,7411.764705882353,16
10789,Uttarahalli,2,1000.0,2,1,35.0,3500.0,225
10790,Bannerghatta Road,3,1660.0,3,3,80.0,4819.277108433735,37
10791,Uttarahalli,3,1330.0,2,1,57.0,4285.714285714285,225
10792,Old Madras Road,2,1165.0,2,1,52.0,4463.519313304721,183
10793,Budigere,2,1153.0,2,2,56.0,4856.895056374675,55
10794,Bannerghatta Road,2,1270.0,2,2,45.0,3543.3070866141734,37
10795,others,2,1070.0,2,2,38.0,3551.4018691588785,240
10796,others,3,1427.0,2,0,85.0,5956.552207428171,240
10797,Banashankari Stage III,3,1420.0,2,2,95.0,6690.140845070423,31
10798,Kothanur,4,1600.0,5,0,130.0,8125.0,150
10799,others,2,2031.0,2,2,200.0,9847.365829640572,240
10800,Bellandur,2,1454.0,2,1,90.0,6189.821182943604,43
10801,Whitefield,2,1116.0,2,3,48.76,4369.1756272401435,234
10802,others,4,2000.0,3,1,180.0,9000.0,240
10803,Sarjapur  Road,2,1346.0,2,1,74.03,5500.0,203
10804,others,2,1062.0,2,1,50.0,4708.097928436911,240
10805,others,1,700.0,1,1,25.5,3642.8571428571427,240
10806,JP Nagar,2,1405.0,2,1,99.0,7046.26334519573,113
10807,Doddathoguru,2,1100.0,2,2,50.0,4545.454545454545,73
10808,Chikka Tirupathi,3,2153.0,4,3,120.0,5573.61820715281,60
10809,others,3,1200.0,3,2,120.0,10000.0,240
10810,Ulsoor,3,2135.0,3,2,170.0,7962.529274004683,224
10811,Uttarahalli,2,1125.0,2,1,47.0,4177.777777777777,225
10812,2nd Phase Judicial Layout,3,1350.0,2,2,47.25,3500.0,2
10813,Pai Layout,2,1068.0,2,3,48.0,4494.38202247191,185
10814,Doddathoguru,2,940.0,2,1,32.9,3500.0,73
10815,Hosa Road,2,1063.0,2,1,32.79,3084.6660395108183,104
10816,Brookefield,2,1382.0,2,2,84.5,6114.3270622286545,54
10817,Harlur,2,936.0,2,1,45.0,4807.692307692308,94
10818,KR Puram,3,1400.0,2,3,60.0,4285.714285714285,119
10819,Sarjapur  Road,1,475.0,1,1,26.0,5473.684210526316,203
10820,others,2,1200.0,2,1,115.0,9583.333333333334,240
10821,others,3,1450.0,3,3,65.0,4482.758620689655,240
10822,Kudlu,2,1162.0,2,1,52.0,4475.043029259897,151
10823,Hosa Road,2,1161.0,2,1,48.75,4198.966408268734,104
10824,Green Glen Layout,3,1623.29,2,2,105.0,6468.345150897252,86
10825,Brookefield,2,1260.0,2,1,70.0,5555.555555555556,54
10826,Billekahalli,4,1672.0,3,2,190.0,11363.636363636364,47
10827,Seegehalli,3,3000.0,4,2,240.0,8000.0,207
10828,Murugeshpalya,3,1500.0,2,0,70.0,4666.666666666667,170
10829,Budigere,1,705.0,1,0,34.545,4900.0,55
10830,others,3,2000.0,3,3,200.0,10000.0,240
10831,Nagarbhavi,2,1100.0,2,2,46.2,4200.0,174
10832,Whitefield,3,1400.0,2,3,56.0,4000.0,234
10833,Ramagondanahalli,3,2257.0,3,2,155.0,6867.523260965884,196
10834,Budigere,2,1153.0,2,2,56.5,4900.260190806592,55
10835,Sarjapur  Road,2,1197.0,2,1,56.86,4750.208855472013,203
10836,others,2,1150.0,2,2,90.0,7826.086956521739,240
10837,others,1,595.0,1,1,40.0,6722.689075630252,240
10838,Hoodi,3,1837.0,3,1,110.0,5988.023952095808,100
10839,others,4,3750.0,4,0,190.0,5066.666666666667,240
10840,Bellandur,3,1830.0,3,3,91.86,5019.672131147541,43
10841,Green Glen Layout,3,1715.0,3,3,115.0,6705.539358600583,86
10842,Electronic City,2,970.0,2,1,35.0,3608.2474226804125,77
10843,NRI Layout,4,2700.0,5,1,95.75,3546.296296296296,173
10844,others,3,5480.0,4,2,400.0,7299.270072992701,240
10845,Vidyaranyapura,4,2400.0,5,1,135.0,5625.0,229
10846,Sarjapur  Road,4,3040.0,4,2,135.0,4440.789473684211,203
10847,Raja Rajeshwari Nagar,2,1168.0,2,1,66.0,5650.684931506849,193
10848,Begur Road,2,1160.0,2,2,36.54,3150.0,42
10849,others,3,1500.0,3,2,75.0,5000.0,240
10850,ITPL,2,850.0,2,1,25.4,2988.235294117647,110
10851,Ramamurthy Nagar,2,935.0,2,2,39.0,4171.122994652406,197
10852,Doddaballapur,1,654.0,1,1,49.0,7492.354740061162,71
10853,Domlur,3,1650.0,3,1,180.0,10909.09090909091,74
10854,others,2,1300.0,2,1,33.0,2538.4615384615386,240
10855,Kaggalipura,2,950.0,2,1,60.0,6315.789473684211,123
10856,others,3,1250.0,3,2,54.0,4320.0,240
10857,Doddakallasandra,2,1072.0,2,1,42.87,3999.0671641791046,72
10858,others,3,1425.0,2,2,65.0,4561.403508771929,240
10859,Uttarahalli,2,1165.0,1,0,42.09,3612.8755364806866,225
10860,Kathriguppe,3,1390.0,2,2,69.49,4999.2805755395675,136
10861,Kalena Agrahara,3,1510.0,3,2,78.0,5165.562913907284,125
10862,Thanisandra,2,1305.0,2,2,90.0,6896.551724137931,218
10863,Kodigehaali,2,866.0,2,2,32.0,3695.150115473441,143
10864,Hulimavu,2,1231.0,2,1,84.5,6864.337936636881,108
10865,Sompura,3,1360.0,2,3,45.0,3308.823529411765,212
10866,Yeshwanthpur,3,2500.0,3,3,138.0,5520.0,239
10867,Whitefield,2,1140.0,2,3,55.0,4824.561403508772,234
10868,Kanakpura Road,1,525.0,1,1,30.0,5714.285714285715,131
10869,Whitefield,2,1295.0,2,1,64.5,4980.694980694981,234
10870,Hormavu,2,1020.0,2,2,45.75,4485.294117647059,103
10871,Old Airport Road,4,3504.0,4,0,262.0,7477.16894977169,182
10872,others,2,1200.0,1,0,50.0,4166.666666666667,240
10873,Vidyaranyapura,2,1100.0,2,1,41.0,3727.2727272727275,229
10874,Bannerghatta Road,4,4723.0,4,3,500.0,10586.491636671608,37
10875,Kothannur,2,820.0,2,2,37.0,4512.195121951219,149
10876,Sarjapur,4,3508.0,4,1,386.0,11003.420752565564,202
10877,others,4,3700.0,4,2,400.0,10810.81081081081,240
10878,Kalena Agrahara,2,1354.0,2,2,70.0,5169.8670605613,125
10879,Basavangudi,4,2453.0,3,2,250.0,10191.602119853242,38
10880,Garudachar Palya,2,1154.0,2,1,51.8,4488.734835355286,82
10881,7th Phase JP Nagar,3,1680.0,2,3,92.0,5476.190476190476,7
10882,Electronics City Phase 1,2,1205.0,2,2,60.0,4979.253112033195,79
10883,Raja Rajeshwari Nagar,3,1400.0,2,2,86.0,6142.857142857143,193
10884,others,3,1625.0,3,1,150.0,9230.76923076923,240
10885,Electronic City,3,1500.0,3,1,73.0,4866.666666666667,77
10886,Bannerghatta Road,3,1520.0,2,3,80.0,5263.1578947368425,37
10887,others,2,1300.0,3,1,65.0,5000.0,240
10888,others,2,1150.0,2,2,47.0,4086.9565217391305,240
10889,Kadugodi,3,1762.0,3,3,109.0,6186.152099886493,121
10890,Budigere,2,1153.0,2,2,58.0,5030.3555941023415,55
10891,Yelahanka,4,2650.0,4,1,223.0,8415.094339622641,236
10892,Sompura,3,1350.0,2,2,47.0,3481.4814814814813,212
10893,Billekahalli,2,950.0,2,2,56.0,5894.736842105263,47
10894,Jakkur,3,3295.0,3,3,310.0,9408.194233687405,114
10895,others,3,1515.0,3,3,80.5,5313.531353135313,240
10896,Neeladri Nagar,2,1100.0,2,2,30.0,2727.2727272727275,179
10897,others,2,1250.0,2,2,65.0,5200.0,240
10898,HBR Layout,2,1200.0,2,0,120.0,10000.0,90
10899,Hoskote,4,1200.0,4,2,100.0,8333.333333333334,106
10900,Yelahanka,3,1355.0,2,2,51.5,3800.7380073800737,236
10901,others,3,1115.0,3,1,39.14,3510.3139013452915,240
10902,8th Phase JP Nagar,3,1275.0,3,2,45.0,3529.4117647058824,8
10903,Padmanabhanagar,3,2051.0,3,2,170.0,8288.639687957095,184
10904,BTM Layout,3,1470.0,2,2,99.0,6734.693877551021,25
10905,others,3,1550.0,2,3,70.0,4516.129032258064,240
10906,Bannerghatta Road,3,1270.0,2,1,73.0,5748.031496062992,37
10907,Bhoganhalli,4,2119.0,4,2,111.0,5238.319962246343,46
10908,Hebbal Kempapura,3,1600.0,3,3,170.0,10625.0,96
10909,Kudlu Gate,3,1320.0,2,2,50.0,3787.878787878788,152
10910,others,3,2505.0,3,0,165.0,6586.826347305389,240
10911,others,3,1410.0,2,1,54.0,3829.7872340425533,240
10912,Whitefield,2,1200.0,2,3,70.0,5833.333333333333,234
10913,others,3,1705.0,2,1,86.96,5100.2932551319645,240
10914,Electronic City,2,995.0,2,1,48.0,4824.120603015075,77
10915,Horamavu Banaswadi,2,1081.0,2,1,52.0,4810.360777058279,102
10916,Parappana Agrahara,2,1194.0,2,2,46.0,3852.5963149078725,187
10917,Sonnenahalli,1,605.0,1,1,30.24,4998.347107438017,213
10918,Yelahanka,1,567.0,1,1,25.0,4409.171075837742,236
10919,Banashankari Stage VI,3,1410.5,2,0,70.385,4990.074441687346,33
10920,Green Glen Layout,3,1715.0,3,2,105.0,6122.448979591837,86
10921,Doddaballapur,4,3206.0,5,0,270.0,8421.70929507174,71
10922,Bannerghatta Road,3,1846.0,3,2,120.0,6500.541711809317,37
10923,Whitefield,2,1015.0,2,3,56.0,5517.241379310345,234
10924,Thanisandra,2,1100.0,2,1,36.0,3272.7272727272725,218
10925,Thanisandra,3,1965.0,4,2,125.0,6361.323155216285,218
10926,NGR Layout,2,1021.0,2,2,45.9,4495.592556317336,172
10927,Haralur Road,2,1230.0,2,1,67.65,5500.000000000001,93
10928,Uttarahalli,2,1260.0,2,2,55.0,4365.079365079365,225
10929,Lingadheeranahalli,3,1894.0,4,1,114.0,6019.007391763464,158
10930,Jakkur,3,1950.0,3,2,131.0,6717.948717948718,114
10931,Sector 2 HSR Layout,2,1231.0,2,3,66.0,5361.494719740049,205
10932,Mahadevpura,2,1236.0,2,1,58.0,4692.556634304207,160
10933,R.T. Nagar,4,1800.0,3,0,120.0,6666.666666666667,191
10934,others,3,1650.0,3,2,135.0,8181.818181818182,240
10935,Begur,3,1443.0,2,2,70.0,4851.004851004851,41
10936,others,2,925.0,2,1,68.0,7351.351351351352,240
10937,Chandapura,3,1305.0,3,1,33.28,2550.191570881226,58
10938,others,2,1190.0,2,2,46.41,3900.0,240
10939,Uttarahalli,2,1284.0,2,2,53.36,4155.763239875389,225
10940,Chikkalasandra,2,1325.0,2,1,59.0,4452.830188679245,62
10941,Kudlu Gate,2,1183.0,2,1,79.54,6723.584108199494,152
10942,others,3,1750.0,3,2,100.0,5714.285714285715,240
10943,others,4,16335.0,4,2,149.0,912.1518212427303,240
10944,others,1,747.0,1,2,27.0,3614.4578313253014,240
10945,Electronic City,2,1342.0,2,1,90.0,6706.408345752608,77
10946,others,2,1113.0,2,1,52.0,4672.057502246182,240
10947,others,3,1738.0,3,2,110.0,6329.113924050633,240
10948,Brookefield,2,1206.0,2,0,90.0,7462.686567164179,54
10949,Hebbal,4,2790.0,4,3,198.0,7096.774193548387,95
10950,Hebbal,2,1162.0,2,1,59.0,5077.452667814114,95
10951,Parappana Agrahara,2,1194.0,2,2,46.0,3852.5963149078725,187
10952,Sarjapur  Road,3,1857.0,4,3,155.0,8346.795907377491,203
10953,others,6,3500.0,6,0,115.0,3285.714285714286,240
10954,Uttarahalli,2,1150.0,2,1,45.99,3999.1304347826085,225
10955,Chikkalasandra,2,1290.0,2,2,72.0,5581.395348837209,62
10956,Thubarahalli,4,3408.0,5,0,145.0,4254.694835680752,220
10957,Sanjay nagar,2,1150.0,2,0,70.0,6086.95652173913,200
10958,Banashankari,3,1040.0,2,1,109.0,10480.76923076923,29
10959,Yeshwanthpur,2,1160.0,2,2,64.08,5524.137931034483,239
10960,others,2,900.0,2,2,27.0,3000.0,240
10961,Sarjapur  Road,4,1750.0,3,1,185.0,10571.42857142857,203
10962,Electronic City,3,1320.0,2,1,38.12,2887.8787878787875,77
10963,Lingadheeranahalli,4,2240.0,4,2,160.0,7142.857142857143,158
10964,Electronics City Phase 1,2,891.0,2,1,26.0,2918.0695847362513,79
10965,others,5,1000.0,4,3,80.0,8000.0,240
10966,Ambedkar Nagar,3,1852.0,3,2,125.0,6749.460043196545,14
10967,Chandapura,3,1323.0,2,1,42.0,3174.6031746031745,58
10968,Vittasandra,2,1404.0,2,1,67.5,4807.692307692308,233
10969,Dodda Nekkundi,2,1370.0,2,2,60.0,4379.56204379562,70
10970,Uttarahalli,3,1385.0,2,2,48.48,3500.361010830325,225
10971,Gollarapalya Hosahalli,2,1129.0,2,1,50.0,4428.697962798937,84
10972,Mahalakshmi Layout,3,1876.0,3,1,150.0,7995.735607675906,161
10973,others,3,1720.0,3,1,95.0,5523.2558139534885,240
10974,Jalahalli East,4,1200.0,4,1,80.0,6666.666666666667,116
10975,Mysore Road,2,1175.0,2,2,86.68,7377.021276595745,171
10976,others,1,500.0,1,2,51.0,10200.0,240
10977,others,5,1200.0,5,2,85.0,7083.333333333333,240
10978,Hosa Road,3,1893.0,3,2,130.0,6867.406233491812,104
10979,Whitefield,3,1430.0,3,2,52.0,3636.3636363636365,234
10980,others,2,850.0,2,2,45.0,5294.117647058823,240
10981,CV Raman Nagar,2,1392.0,2,1,110.0,7902.298850574713,56
10982,Kanakpura Road,3,1938.0,3,3,105.0,5417.956656346749,131
10983,others,2,1020.0,2,2,52.0,5098.0392156862745,240
10984,HBR Layout,3,1832.0,3,2,160.0,8733.624454148472,90
10985,Konanakunte,3,1423.0,2,2,85.0,5973.295853829937,147
10986,Jakkur,2,1432.0,2,1,85.0,5935.754189944134,114
10987,CV Raman Nagar,3,1480.0,3,2,65.0,4391.891891891892,56
10988,Kanakpura Road,3,1843.0,3,2,96.2,5219.750406945198,131
10989,Hulimavu,3,1916.0,2,1,150.0,7828.8100208768265,108
10990,Hennur,2,1255.0,2,1,55.5,4422.310756972111,98
10991,Yelenahalli,2,1160.0,2,2,44.08,3800.0,238
10992,Old Madras Road,2,2640.0,2,1,170.0,6439.393939393939,183
10993,Bommanahalli,2,1160.0,2,3,53.0,4568.9655172413795,50
10994,Lakshminarayana Pura,2,1200.0,2,1,80.0,6666.666666666667,157
10995,7th Phase JP Nagar,2,1100.0,2,1,44.0,4000.0,7
10996,Ramagondanahalli,3,1500.0,3,3,100.0,6666.666666666667,196
10997,Electronic City Phase II,3,1336.0,2,3,50.35,3768.7125748502995,78
10998,Choodasandra,2,1065.0,2,1,46.0,4319.24882629108,63
10999,Hebbal,2,1294.0,2,1,115.0,8887.171561051005,95
11000,Rachenahalli,3,1550.0,3,2,68.5,4419.354838709677,192
11001,Whitefield,2,1216.0,2,1,75.0,6167.763157894737,234
11002,others,2,1005.0,2,2,40.0,3980.0995024875624,240
11003,7th Phase JP Nagar,3,1430.0,2,1,102.0,7132.867132867133,7
11004,Hoodi,3,1660.0,3,2,125.0,7530.120481927711,100
11005,Thanisandra,3,1430.0,2,3,56.0,3916.083916083916,218
11006,Hennur Road,3,1470.0,2,1,75.0,5102.040816326531,99
11007,Jalahalli,2,1045.0,2,1,76.77,7346.411483253589,115
11008,Anjanapura,2,950.0,2,0,30.0,3157.8947368421054,19
11009,Doddathoguru,3,1382.0,3,1,65.0,4703.328509406657,73
11010,BTM 2nd Stage,2,930.0,2,2,46.0,4946.236559139785,24
11011,Sarjapur  Road,3,1660.0,2,2,116.0,6987.951807228916,203
11012,others,2,1290.0,2,2,71.95,5577.519379844961,240
11013,Whitefield,3,1010.0,2,1,45.0,4455.445544554455,234
11014,Brookefield,4,3050.0,4,0,130.0,4262.295081967213,54
11015,Dodda Nekkundi,2,1200.0,2,2,71.0,5916.666666666667,70
11016,others,3,1650.0,3,2,140.0,8484.848484848484,240
11017,Budigere,3,1636.0,3,2,88.0,5378.973105134474,55
11018,Budigere,2,1153.0,2,2,56.55,4904.596704249783,55
11019,Hegde Nagar,3,2087.01,4,2,160.0,7666.470213367448,97
11020,LB Shastri Nagar,2,1200.0,2,1,47.0,3916.6666666666665,155
11021,HSR Layout,3,1844.0,3,1,89.0,4826.46420824295,92
11022,Begur Road,2,1215.0,2,1,43.75,3600.8230452674898,42
11023,Sarjapur  Road,2,1194.0,2,1,57.0,4773.869346733668,203
11024,others,2,1220.0,2,2,52.0,4262.295081967213,240
11025,others,4,3150.0,4,2,150.0,4761.9047619047615,240
11026,Kanakpura Road,1,525.0,1,1,26.0,4952.380952380952,131
11027,Bommasandra,2,955.0,2,1,37.97,3975.916230366492,51
11028,others,5,2000.0,5,0,75.0,3750.0,240
11029,Magadi Road,2,884.0,2,1,48.0,5429.864253393665,159
11030,Kathriguppe,2,1250.0,2,1,68.75,5500.0,136
11031,Bommasandra Industrial Area,2,7000.0,2,1,135.0,1928.5714285714287,52
11032,Harlur,4,2990.0,4,1,225.0,7525.083612040134,94
11033,Bellandur,2,1195.0,2,1,52.0,4351.464435146443,43
11034,others,1,2559.0,1,1,55.0,2149.2770613520906,240
11035,Begur,2,1200.0,2,1,33.0,2750.0,41
11036,Sarjapur  Road,2,984.0,2,1,45.75,4649.390243902439,203
11037,Bommasandra,2,1089.0,2,1,40.0,3673.094582185491,51
11038,Hennur Road,2,1165.0,2,1,52.0,4463.519313304721,99
11039,Chandapura,1,410.0,1,1,10.0,2439.0243902439024,58
11040,Hennur,3,1482.0,3,1,110.0,7422.402159244264,98
11041,Ramamurthy Nagar,2,1200.0,2,1,68.0,5666.666666666667,197
11042,Kanakapura,3,1938.0,3,3,113.0,5830.7533539731685,130
11043,Hormavu,3,1166.0,2,2,34.97,2999.1423670668955,103
11044,Chikkalasandra,3,1275.0,2,2,55.46,4349.803921568628,62
11045,Mico Layout,2,1140.0,2,2,43.0,3771.9298245614036,168
11046,others,1,720.0,1,2,28.0,3888.8888888888887,240
11047,others,2,1100.0,2,1,90.0,8181.818181818182,240
11048,Sector 7 HSR Layout,2,1162.0,2,2,98.77,8500.0,206
11049,Ramamurthy Nagar,1,540.0,1,0,35.0,6481.481481481482,197
11050,Rachenahalli,3,1550.0,2,2,73.5,4741.935483870968,192
11051,R.T. Nagar,3,1300.0,3,0,145.0,11153.846153846154,191
11052,others,5,1200.0,5,1,130.0,10833.333333333334,240
11053,others,2,1220.0,2,2,60.0,4918.0327868852455,240
11054,Doddathoguru,2,964.0,2,1,62.0,6431.535269709543,73
11055,others,3,1500.0,3,2,50.0,3333.3333333333335,240
11056,Sarjapur  Road,3,1347.0,2,1,44.0,3266.5181885671864,203
11057,others,4,5000.0,5,0,250.0,5000.0,240
11058,Bannerghatta Road,4,3000.0,4,2,140.0,4666.666666666667,37
11059,Bannerghatta,2,1120.0,2,1,42.5,3794.6428571428573,36
11060,others,1,600.0,1,1,22.8,3800.0,240
11061,Whitefield,3,2321.0,4,1,157.0,6764.325721671693,234
11062,others,1,540.0,1,2,24.0,4444.444444444444,240
11063,Hebbal,2,1150.0,2,1,57.0,4956.521739130435,95
11064,Sonnenahalli,3,1484.0,3,1,75.0,5053.908355795148,213
11065,Ramagondanahalli,3,1680.0,2,0,68.0,4047.6190476190477,196
11066,others,2,620.0,2,1,23.0,3709.6774193548385,240
11067,others,3,1650.0,3,2,78.0,4727.272727272727,240
11068,others,3,1250.0,3,2,44.0,3520.0,240
11069,others,3,2072.0,3,2,108.0,5212.355212355213,240
11070,Sarjapur  Road,2,1105.0,2,2,40.0,3619.9095022624433,203
11071,Vidyaranyapura,2,1200.0,2,2,60.5,5041.666666666667,229
11072,Electronic City,2,550.0,2,1,16.0,2909.090909090909,77
11073,Banashankari,3,1340.0,2,2,53.6,4000.0,29
11074,Haralur Road,2,1194.0,2,2,46.0,3852.5963149078725,93
11075,Vittasandra,2,1246.0,2,1,65.0,5216.69341894061,233
11076,Old Airport Road,2,1055.0,2,3,75.0,7109.004739336493,182
11077,Hosa Road,3,1541.0,3,1,69.61,4517.1966255678135,104
11078,Harlur,2,1370.0,2,2,88.0,6423.3576642335765,94
11079,Whitefield,2,1224.0,2,2,75.0,6127.450980392156,234
11080,Kengeri Satellite Town,4,650.0,2,1,58.0,8923.076923076924,140
11081,Kambipura,2,883.0,2,1,39.0,4416.761041902605,127
11082,Yeshwanthpur,3,1676.0,3,0,92.13,5497.016706443914,239
11083,others,2,1154.0,2,1,57.0,4939.341421143848,240
11084,Kanakpura Road,3,1610.0,3,3,78.5,4875.776397515528,131
11085,others,2,1057.0,2,1,42.0,3973.5099337748343,240
11086,Raja Rajeshwari Nagar,2,1157.0,2,1,65.0,5617.9775280898875,193
11087,others,4,1200.0,4,1,85.0,7083.333333333333,240
11088,others,2,980.0,2,3,35.0,3571.4285714285716,240
11089,Sarjapur  Road,2,1140.0,2,1,40.0,3508.7719298245615,203
11090,Raja Rajeshwari Nagar,2,1206.0,2,1,40.7,3374.7927031509125,193
11091,Electronic City Phase II,1,575.0,1,1,16.75,2913.0434782608695,78
11092,Koramangala,3,1600.0,3,1,170.0,10625.0,148
11093,Horamavu Agara,3,1300.0,2,2,52.0,4000.0,101
11094,others,3,1270.0,2,1,35.56,2800.0,240
11095,Electronic City,2,1128.0,2,1,63.5,5629.432624113475,77
11096,Electronics City Phase 1,1,640.0,1,1,45.0,7031.25,79
11097,others,3,2400.0,3,2,185.0,7708.333333333333,240
11098,TC Palaya,3,1200.0,2,0,66.0,5500.0,216
11099,Kanakapura,2,1090.0,2,2,38.15,3500.0,130
11100,Electronic City,1,589.0,1,1,29.0,4923.599320882852,77
11101,Electronic City,2,1125.0,2,1,28.13,2500.4444444444443,77
11102,Kogilu,2,1140.0,2,2,50.66,4443.859649122807,146
11103,Kundalahalli,2,1315.0,2,3,74.0,5627.376425855513,154
11104,Bellandur,3,1435.0,2,2,115.0,8013.937282229966,43
11105,Haralur Road,2,1092.0,2,2,44.0,4029.3040293040294,93
11106,Kadugodi,2,1314.0,2,3,80.0,6088.2800608828,121
11107,Koramangala,2,1260.0,2,1,100.0,7936.507936507936,148
11108,Nagarbhavi,2,1080.0,2,1,49.0,4537.037037037037,174
11109,Mysore Road,3,1082.0,2,1,45.0,4158.964879852126,171
11110,Jakkur,3,1150.0,3,2,65.0,5652.173913043478,114
11111,Hennur Road,2,1052.0,2,1,34.72,3300.380228136882,99
11112,Yelahanka,2,1045.0,2,1,45.0,4306.2200956937795,236
11113,Kodigehaali,3,1442.0,3,2,80.0,5547.850208044383,143
11114,Kaggadasapura,3,1500.0,2,2,75.0,5000.0,122
11115,Marsur,2,497.0,1,1,20.0,4024.1448692152917,167
11116,Hennur,2,1255.0,2,1,53.57,4268.525896414342,98
11117,others,3,1432.0,3,2,79.0,5516.7597765363125,240
11118,Kundalahalli,3,2100.0,3,2,150.0,7142.857142857143,154
11119,Hennur Road,2,1450.0,2,2,80.0,5517.241379310345,99
11120,Sarjapur  Road,2,1346.0,2,1,69.61,5171.619613670134,203
